1067;Dresden
1069;Dresden
1097;Dresden
1099;Dresden
1108;Dresden
1109;Dresden
1127;Dresden
1129;Dresden
1139;Dresden
1156;Dresden
1157;Dresden
1159;Dresden
1169;Dresden
1187;Dresden
1189;Dresden
1217;Dresden
1219;Dresden
1237;Dresden
1239;Dresden
1257;Dresden
1259;Dresden
1277;Dresden
1279;Dresden
1307;Dresden
1309;Dresden
1324;Dresden
1326;Dresden
1328;Dresden
1445;Radebeul
1454;Radeberg
1454;Wachau
1458;Ottendorf-Okrilla
1462;Dresden
1465;Dresden
1465;Langebrück
1468;Moritzburg
1471;Radeburg
1477;Arnsdorf
1478;Dresden
1558;Großenhain
1561;Schönfeld
1561;Lampertswalde
1561;Tauscha
1561;Priestewitz
1561;Ebersbach
1561;Weißig am Raschütz
1561;Wildenhain
1561;Thiendorf
1561;Zabeltitz
1587;Riesa
1589;Riesa
1591;Riesa
1594;Hirschstein
1594;Stauchitz
1609;Gröditz
1609;Nauwalde
1609;Wülknitz
1612;Glaubitz
1612;Diesbar-Seußlitz
1612;Nünchritz
1616;Strehla
1619;Röderaue
1619;Zeithain
1623;Lommatzsch
1623;Leuben-Schleinitz
1623;Ketzerbachtal
1640;Coswig
1662;Meißen
1665;Triebischtal
1665;Taubenheim
1665;Käbschütztal
1665;Diera-Zehren
1665;Klipphausen
1683;Heynitz
1683;Nossen
1689;Weinböhla
1689;Niederau
1705;Freital
1723;Wilsdruff
1728;Bannewitz
1731;Kreischa
1734;Rabenau
1737;Tharandt
1738;Dorfhain
1744;Dippoldiswalde
1762;Schmiedeberg
1762;Hartmannsdorf-Reichenau
1768;Glashütte
1768;Bärenstein
1768;Reinhardtsgrimma
1773;Altenberg
1774;Höckendorf
1774;Pretzschendorf
1776;Hermsdorf/Erzgebirge
1778;Geising
1796;Pirna
1796;Struppen
1796;Dohma
1809;Müglitztal
1809;Dohna
1809;Heidenau
1814;Bad Schandau
1814;Reinhardtsdorf-Schöna
1814;Porschdorf
1814;Rathmannsdorf
1816;Bad Gottleuba-Berggießhübel
1819;Bahretal
1824;Gohrisch
1824;Rosenthal-Bielatal
1824;Rathen
1824;Königstein/Sächsische Schweiz
1825;Liebstadt
1829;Stadt Wehlen
1833;Stolpen
1833;Dürrröhrsdorf-Dittersbach
1844;Hohwald
1844;Neustadt in Sachsen
1847;Lohmen
1848;Hohnstein
1855;Kirnitzschtal
1855;Sebnitz
1877;Rammenau
1877;Demitz-Thumitz
1877;Schmölln-Putzkau
1877;Doberschau-Gaußig
1877;Bischofswerda
1896;Lichtenberg
1896;Pulsnitz
1896;Ohorn
1900;Großröhrsdorf
1900;Bretnig-Hauswalde
1904;Neukirch/Lausitz
1904;Steinigtwolmsdorf
1906;Burkau
1909;Frankenthal
1909;Großharthau
1917;Kamenz
1920;Crostwitz
1920;Panschwitz-Kuckau
1920;Steina
1920;Nebelschütz
1920;Schönteichen
1920;Elstra
1920;Oßling
1920;Räckelwitz
1920;Haselbachtal
1920;Ralbitz-Rosenthal
1936;Schwepnitz
1936;Königsbrück
1936;Laußnitz
1936;Neukirch
1936;Großnaundorf
1936;Straßgräbchen
1936;Oberlichtenau
1936;Haselbachtal
1945;Ruhland
1945;Kroppen
1945;Grünewald
1945;Schwarzbach
1945;Tettau
1945;Hohenbocka
1945;Hermsdorf
1945;Guteborn
1945;Lindenau
1968;Schipkau
1968;Senftenberg
1979;Lauchhammer
1983;Neu-Seeland
1983;Großräschen
1987;Schwarzheide
1990;Ortrand
1990;Großkmehlen
1990;Frauendorf
1993;Schipkau
1994;Schipkau
1998;Schipkau
2625;Bautzen
2627;Radibor
2627;Hochkirch
2627;Kubschütz
2627;Weißenberg
2633;Göda
2633;Doberschau-Gaußig
2681;Kirschau
2681;Wilthen
2681;Crostau
2681;Schirgiswalde
2689;Sohland an der Spree
2692;Obergurig
2692;Doberschau-Gaußig
2692;Großpostwitz/Oberlausitz
2694;Großdubrau
2694;Malschwitz
2694;Guttau
2699;Neschwitz
2699;Puschwitz
2699;Königswartha
2708;Kittlitz
2708;Großschweidnitz
2708;Lawalde
2708;Rosenbach
2708;Obercunnersdorf
2708;Löbau
2708;Schönbach
2708;Niedercunnersdorf
2708;Dürrhennersdorf
2727;Neugersdorf
2730;Ebersbach/Sachsen
2733;Cunewalde
2736;Oppach
2736;Beiersdorf
2739;Eibau
2742;Neusalza-Spremberg
2742;Friedersdorf
2747;Strahwalde
2747;Großhennersdorf
2747;Berthelsdorf
2747;Herrnhut
2748;Bernstadt auf dem Eigen
2763;Zittau
2763;Bertsdorf-Hörnitz
2763;Mittelherwigsdorf
2779;Großschönau
2779;Hainewalde
2782;Seifhennersdorf
2785;Olbersdorf
2788;Schlegel
2788;Hirschfelde
2791;Oderwitz
2794;Leutersdorf
2796;Jonsdorf
2797;Oybin
2799;Waltersdorf
2826;Görlitz
2827;Görlitz
2828;Görlitz
2829;Markersdorf
2829;Königshain
2829;Schöpstal
2829;Neißeaue
2894;Vierkirchen
2894;Reichenbach/Oberlausitz
2894;Sohland am Rotstein
2899;Ostritz
2899;Schönau-Berzdorf auf dem Eigen
2906;Niesky
2906;Mücka
2906;Quitzdorf am See
2906;Waldhufen
2906;Kreba-Neudorf
2906;Klitten
2906;Hohendubrau
2923;Neißeaue
2923;Horka
2923;Kodersdorf
2923;Hähnichen
2929;Rothenburg/Oberlausitz
2943;Boxberg/Oberlausitz
2943;Weißwasser
2953;Gablenz
2953;Bad Muskau
2956;Rietschen
2957;Weißkeißel
2957;Krauschwitz
2959;Schleife
2959;Trebendorf
2959;Groß Düben
2977;Hoyerswerda
2979;Elsterheide
2979;Spreetal
2991;Leippe-Torno
2991;Lauta
2991;Elsterheide
2994;Bernsdorf
2994;Wiednitz
2997;Wittichenau
2999;Knappensee
2999;Uhyst
2999;Lohsa
3042;Cottbus
3044;Cottbus
3046;Cottbus
3048;Cottbus
3050;Cottbus
3051;Cottbus
3052;Cottbus
3053;Cottbus
3054;Cottbus
3055;Cottbus
3058;Frauendorf
3058;Haasow
3058;Koppatz
3058;Kathlow
3058;Groß Gaglow
3058;Groß Döbbern
3058;Komptendorf
3058;Sergen
3058;Kiekebusch
3058;Gablenz
3058;Roggosen
3058;Gallinchen
3058;Groß Oßnig
3058;Laubsdorf
3058;Klein Döbbern
3058;Neuhausen
3096;Schmogrow-Fehrow
3096;Burg (Spreewald)
3096;Werben
3096;Guhrow
3096;Briesen
3096;Dissen-Striesow
3099;Kolkwitz
3103;Neupetershain
3103;Neu-Seeland
3116;Drebkau
3119;Welzow
3130;Bagenz
3130;Graustein
3130;Proschim
3130;Jämlitz-Klein Düben
3130;Groß Luja
3130;Türkendorf
3130;Hornow-Wadelsdorf
3130;Tschernitz
3130;Drieschnitz-Kahsel
3130;Wolfshain
3130;Lieskau
3130;Reuthen
3130;Spremberg
3130;Haidemühl
3130;Felixsee
3149;Groß Schacksdorf-Simmersdorf
3149;Forst (Lausitz)
3149;Wiesengrund
3159;Wiesengrund
3159;Neiße-Malxetal
3159;Döbern
3172;Gastrose-Kerkwitz
3172;Atterwasch
3172;Guben
3172;Grießen
3172;Bärenklau
3172;Lutzketal
3172;Pinnow-Heideland
3172;Grabko
3185;Peitz
3185;Teichland
3185;Turnow-Preilack
3185;Heinersbrück
3185;Tauer
3185;Drachhausen
3185;Drehnow
3185;Grötsch
3197;Jänschwalde
3197;Drewitz
3205;Bronkow
3205;Saßleben
3205;Groß-Mehßow
3205;Bischdorf
3205;Luckaitztal
3205;Missen
3205;Calau
3205;Mlode
3205;Laasow
3205;Bolschwitz
3205;Ogrosen
3205;Kemmen
3205;Lipten
3205;Lug
3205;Werchow
3222;Hindenberg
3222;Kittlitz
3222;Lübbenau/Spreewald
3222;Groß Beuchow
3222;Ragow
3222;Boblitz
3222;Klein Radden
3222;Groß-Klessow
3226;Vetschau
3226;Suschow
3226;Koßwig
3226;Leipe
3226;Raddusch
3229;Altdöbern
3229;Luckaitztal
3238;Staupitz
3238;Sallgast
3238;Schadewitz
3238;Dollenchen
3238;Eichholz-Drößig
3238;Lugau
3238;Gorden
3238;Massen
3238;Rückersdorf
3238;Lindena
3238;Lindthal
3238;Betten
3238;Ponnsdorf
3238;Schacksdorf
3238;Göllnitz
3238;Oppelhain
3238;Finsterwalde
3238;Lieskau
3238;Münchhausen
3238;Lichterfeld
3238;Gruhno
3238;Gröbitz
3238;Fischwasser
3246;Babben
3246;Crinitz
3246;Gahro
3249;Breitenau
3249;Sonnewalde
3249;Goßmar
3249;Bahren
3249;Großkrausnik
3249;Kleinkrausnik
3249;Zeckerin
3249;Pahlsdorf
3253;Schilda
3253;Trebbus
3253;Dübrichen
3253;Schönborn
3253;Schönewalde
3253;Hennersdorf
3253;Arenzhain
3253;Doberlug-Kirchhain
3253;Buchhain
3253;Prießen
3253;Werenzhain
3253;Tröbitz
3253;Nexdorf
3253;Friedersdorf
3253;Brenitz
3253;Frankena
4103;Leipzig
4105;Leipzig
4107;Leipzig
4109;Leipzig
4129;Leipzig
4155;Leipzig
4157;Leipzig
4159;Leipzig
4177;Leipzig
4179;Leipzig
4205;Leipzig
4207;Leipzig
4209;Leipzig
4229;Leipzig
4249;Leipzig
4275;Leipzig
4277;Leipzig
4279;Leipzig
4289;Leipzig
4299;Leipzig
4315;Leipzig
4317;Leipzig
4318;Leipzig
4319;Leipzig
4329;Leipzig
4347;Leipzig
4349;Leipzig
4357;Leipzig
4416;Markkleeberg
4420;Großlehna
4420;Markranstädt
4425;Taucha
4435;Schkeuditz
4442;Zwenkau
4451;Borsdorf
4460;Kitzen
4463;Großpösna
4509;Wiedemar
4509;Delitzsch
4509;Zschortau
4509;Löbnitz
4509;Neukyhna
4509;Döbernitz
4509;Schönwölkau
4509;Krostitz
4509;Zwochau
4519;Rackwitz
4523;Elstertrebnitz
4523;Pegau
4539;Groitzsch
4552;Wyhratal
4552;Borna
4552;Lobstädt
4564;Böhlen
4565;Regis-Breitingen
4567;Kitzscher
4571;Rötha
4574;Heuersdorf
4574;Deutzen
4575;Neukieritzsch
4579;Espenhain
4600;Altenburg
4603;Nobitz
4603;Göhren
4603;Saara
4603;Windischleuba
4610;Meuselwitz
4610;Wintersdorf
4613;Lucka
4617;Starkenberg
4617;Monstab
4617;Rositz
4617;Großröda
4617;Haselbach
4617;Naundorf
4617;Gerstenberg
4617;Treben
4617;Tegkwitz
4617;Fockendorf
4617;Kriebitzsch
4617;Lödla
4618;Ziegelheim
4618;Langenleuba-Niederhain
4618;Göpfersdorf
4618;Jückelberg
4618;Frohnsdorf
4626;Lumpzig
4626;Mehna
4626;Dobitschen
4626;Drogen
4626;Altkirchen
4626;Vollmershain
4626;Wildenbörten
4626;Schmölln
4626;Posterstein
4626;Jonaswalde
4626;Göllnitz
4626;Heukewalde
4626;Thonhausen
4626;Löbichau
4626;Nöbdenitz
4639;Gößnitz
4643;Geithain
4651;Eulatal
4651;Bad Lausick
4654;Frohburg
4655;Kohren-Sahlis
4657;Narsdorf
4668;Grimma
4668;Großbardau
4668;Großbothen
4668;Parthenstein
4668;Thümmlitzwalde
4668;Otterwisch
4680;Colditz
4680;Zschadraß
4683;Belgershain
4683;Naunhof
4685;Nerchau
4687;Trebsen/Mulde
4688;Mutzschen
4703;Leisnig
4703;Gersdorf
4703;Bockelwitz
4720;Döbeln
4720;Mochau
4720;Ebersbach
4720;Großweitzschen
4720;Ziegra-Knobelsdorf
4720;Zschaitz-Ottewig
4736;Waldheim
4741;Niederstriegis
4741;Roßwein
4746;Hartha
4749;Ostrau
4758;Oschatz
4758;Liebschützberg
4758;Cavertitz
4769;Sornzig-Ablaß
4769;Naundorf
4769;Mügeln
4774;Dahlen
4779;Wermsdorf
4808;Hohburg
4808;Wurzen
4808;Falkenhain
4808;Kühren-Burkartshain
4808;Thallwitz
4821;Brandis
4827;Machern
4828;Bennewitz
4838;Eilenburg
4838;Laußig
4838;Jesewitz
4838;Zschepplin
4838;Mockrehna
4838;Doberschütz
4849;Kossa
4849;Bad Düben
4860;Pflückuff
4860;Torgau
4860;Dreiheide
4860;Zinna
4874;Belgern
4880;Dommitzsch
4880;Trossin
4880;Elsnig
4886;Arzberg
4886;Großtreben-Zwethau
4886;Beilrode
4889;Schildau
4895;Falkenberg/Elster
4910;Elsterwerda
4910;Haida
4916;Stolzenhain
4916;Themesgrund
4916;Heideeck
4916;Herzberg (Elster)
4916;Wildberg
4916;Werchau
4924;Uebigau-Wahrenbrück
4924;Bad Liebenwerda
4928;Döllingen
4928;Kahla
4928;Schraden
4928;Plessa
4931;Mühlberg (Elbe)
4932;Wainsdorf
4932;Großthiemig
4932;Prösen
4932;Gröden
4932;Saathain
4932;Hirschfeld
4932;Reichenhain
4932;Merzdorf
4934;Dreska
4934;Hohenleipisch
4936;Schlieben
4936;Ölsig
4936;Schöna-Kolpien
4936;Hohenbucko
4936;Jagsal
4936;Stechau
4936;Körba
4936;Naundorf
4936;Kolochau
4936;Malitschkendorf
4936;Wehrhain
4936;Frankenhain
4936;Proßmarke
4936;Hillmersdorf
4936;Freileben
4936;Lebusa
4938;Uebigau-Wahrenbrück
6108;Halle
6110;Halle
6112;Halle
6114;Halle
6116;Halle
6118;Halle
6120;Halle
6120;Lieskau
6122;Halle
6124;Halle
6126;Halle
6128;Halle
6130;Halle
6132;Halle
6179;Teutschenthal
6179;Steuden
6179;Schochwitz
6179;Schkopau
6179;Langenbogen
6179;Holleben
6179;Hohenweiden
6179;Höhnstedt
6179;Zscherben
6179;Zappendorf
6179;Dornstedt
6179;Angersdorf
6179;Bennstedt
6184;Schkopau
6184;Röglitz
6184;Großkugel
6184;Gröbers
6184;Ermlitz
6184;Döllnitz
6184;Dölbau
6184;Dieskau
6184;Burgliebenau
6184;Lochau
6184;Raßnitz
6188;Spickendorf
6188;Sietzsch
6188;Schwerz
6188;Reußen
6188;Landsberg
6188;Hohenthurm
6188;Braschwitz
6188;Brachstedt
6188;Queis
6188;Peißen
6188;Oppin
6188;Niemberg
6193;Wallwitz
6193;Teicha
6193;Sennewitz
6193;Kütten
6193;Krosigk
6193;Gutenberg
6193;Plötz
6193;Petersberg
6193;Ostrau
6193;Nehlitz
6193;Nauendorf
6193;Morl
6193;Mösthinsdorf
6193;Löbejün
6198;Salzmünde
6198;Kloschwitz
6198;Wettin
6198;Fienstedt
6198;Dößel
6198;Döblitz
6198;Brachwitz
6198;Neutz-Lettewitz
6198;Beesenstedt
6198;Gimritz
6217;Beuna
6217;Merseburg
6217;Geusa
6231;Tollwitz
6231;Rodden
6231;Kreypau
6231;Kötzschau
6231;Oebles-Schlechtewitz
6231;Nempitz
6231;Bad Dürrenberg
6237;Spergau
6237;Leuna
6242;Roßbach
6242;Krumpa
6242;Großkayna
6242;Braunsbedra
6246;Knapendorf
6246;Klobikau
6246;Delitz am Berge
6246;Milzau
6246;Bad Lauchstädt
6249;Mücheln (Geiseltal)
6254;Wallendorf
6254;Kötschlitz
